nct_id,brief_title,sponsor_name,phase,overall_status,start_date,completion_date,enrollment_count,interventions
NCT07184047,Frailty Scales for Predicting Chemotherapy Toxicity in Older Adults With Gastrointestinal Cancers,Ankara Etlik City Hospital,N/A,COMPLETED,2024-01-15,2026-02-19,72.0,Adjuvant Chemotherapy (Standard of Care)
NCT04296149,Beta- Probe and Surgery in GEP NET: Evaluation of a New Probe,European Institute of Oncology,PHASE2,COMPLETED,2017-02-16,2019-12-31,5.0,Y90-DOTA-Tyr3-Octreotide
NCT00970138,Apatinib Versus Placebo as a Third Line Treatment in Patients With Advanced or Metastatic Gastric Cancer,Fudan University,PHASE2,COMPLETED,2009-06,2010-12,141.0,apatinib tablet
NCT02238938,Piecemeal Versus En Bloc Resection of Large Rectal Adenomas,Universitätsklinikum Hamburg-Eppendorf,NA,TERMINATED,2014-04,2022-05-30,110.0,en-bloc resection; piecemeal resection
NCT00002838,Combination Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Refractory Chronic Lymphocytic Leukemia,M.D. Anderson Cancer Center,PHASE1,COMPLETED,1995-12,2002-07,13.0,Filgrastim (G-CSF); Cyclophosphamide; Fludarabine Phosphate; Peripheral Blood Stem Cell Transplantation
NCT00138138,Psychostimulants for Fatigue in Prostate Cancer,Memorial Sloan Kettering Cancer Center,PHASE2,COMPLETED,2002-10,2006-08,120.0,Ritalin
NCT04620538,Volatile Organic Compounds for the Assessment of Liver Disease,Imperial College London,N/A,COMPLETED,2021-04-01,2026-03-26,56.0,Breath Analysis
NCT05990738,DAREON™-9: A Study to Test How Well Different Doses of BI 764532 Are Tolerated by People With Small Cell Lung Cancer When Taken Together With a Single Agent Chemotherapy,Boehringer Ingelheim,PHASE1,ACTIVE_NOT_RECRUITING,2024-02-14,2027-04-30,69.0,BI 764532; Topotecan; Single agent chemotherapy
NCT05534438,A Study on Adding Precisely Targeted Radiation Therapy (Stereotactic Body Radiation Therapy) to the Usual Treatment Approach (Drug Therapy) in People With Breast Cancer,Memorial Sloan Kettering Cancer Center,PHASE2,RECRUITING,2022-09-06,2026-09-06,46.0,Stereotactic body radiotherapy
NCT04523038,Nordic Cystectomy Study II - Albumin,Turku University Hospital,N/A,UNKNOWN,2020-08-30,2025-08-30,1700.0,S-Albumin
NCT06229158,Assessment of the Quality and Sexual Health Needs of Patients with Advanced-stage Cancer,Hospices Civils de Lyon,N/A,RECRUITING,2024-02-05,2025-04,120.0,Sexual satisfaction questionnaire for patients; Sexual satisfaction questionnaire for patients' life partner
NCT02697058,Phase II of BAX2398/5-FU/Calcium Levofolinate in Pancreatic Cancer,Institut de Recherches Internationales Servier,PHASE2,COMPLETED,2016-03-30,2018-08-28,84.0,BAX2398 + 5-FU/calcium levofolinate; 5-FU/calcium levofolinate
NCT07126158,Stereotactic Body Radiotherapy Plus FAK and RAF/MEK Inhibition in Advanced Pancreatic Adenocarcinoma,Washington University School of Medicine,PHASE2,RECRUITING,2026-04-10,2030-04-30,36.0,Stereotactic body radiotherapy; Defactinib; Avutometinib
NCT03262948,Nab-Paclitaxel Versus Paclitaxel Plus Carboplatin in Advanced Squamous Cell Non Small Cell Lung Cancer,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",PHASE3,UNKNOWN,2017-12-01,2020-10-01,388.0,nab-paclitaxel; Paclitaxel; Carboplatin
NCT05220748,"RM-1995 Photoimmunotherapy, as Monotherapy or Combined With Pembrolizumab, in Patients With Advanced CuSCC and HNSCC","Rakuten Medical, Inc.",PHASE1,WITHDRAWN,2022-03-24,2023-01-30,0.0,RM-1995; Pembrolizumab
NCT06262555,Novel Light Delivery Method for Performing Transbronchial Photodynamic Therapy for Peripheral Lung Cancer,Taoyuan General Hospital,NA,UNKNOWN,2024-03,2024-12-31,3.0,Transbronchial PDT peripheral lung tumor ablation
NCT07125755,Comparing Postoperative Adjuvant Cisplatin Concurrent Chemoradiotherapy With Adjuvant Radiotherapy Alone for Intermediate-risk Head and Neck Squamous Cell Carcinoma,Sun Yat-sen University,PHASE3,RECRUITING,2025-08-15,2031-08-15,386.0,Cisplatin
NCT02911155,Cancer and Other Disease Risks in U.S. Nuclear Medicine Technologists,National Cancer Institute (NCI),N/A,COMPLETED,2016-09-21,2020-05-01,229.0,
NCT01396655,PET in Breast Cancer Receiving Neoadjuvant Chemotherapy,Seoul National University Hospital,PHASE2,COMPLETED,2006-07,2011-06,78.0,docetaxel (75 mg/m2) and doxorubicin (50 mg/m2)
NCT00195026,Infrared Imaging (Breast Scan IR) for Early Breast Cancer Detection,Weill Medical College of Cornell University,N/A,COMPLETED,2005-03,,200.0,Infrared Breast Scan
NCT07373626,Physical Activity Trends in Cancer Survivors Treated at the 'MOvement and REhabilitation' Clinic,Azienda USL Reggio Emilia - IRCCS,N/A,RECRUITING,2025-09-01,2027-02-28,50.0,
NCT05718726,Post Splenectomy Infections After Surgery for Peritoneal Malignancies (OPSI),Hampshire Hospitals NHS Foundation Trust,N/A,RECRUITING,2021-03-25,2031-02-01,300.0,"Questionnaire, interview or observation study"
NCT01631526,Vitamin D Loading Dose in Advanced Lung Cancer,Jewish General Hospital,NA,COMPLETED,2012-06,2016-02,80.0,vitamin D
NCT01504126,"Propranolol Hydrochloride and Chemotherapy in Treating Patients With Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",M.D. Anderson Cancer Center,EARLY_PHASE1,COMPLETED,2012-03-09,2019-08-15,32.0,Chemotherapy; Propranolol Hydrochloride; Quality-of-Life Assessment; Therapeutic Conventional Surgery
NCT07761026,AXIS MG Patient Registry,Autoimmune Neurology Alliance,N/A,RECRUITING,2026-03-19,2036-03,1000.0,
NCT04992026,The Efficacy and Safety of Prostatectomy for Castration-Naive Oligometastatic Prostate Cancer,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,PHASE2,COMPLETED,2021-01-01,2024-12-02,130.0,robot assisted laparoscopic prostatectomy + enlarged pelvic lymph node dissection; 1.Abiraterone Acetate Tablets; Prednisone Acetate Tablets; Luteinizing Hormone-Releasing Hormone Analog
NCT01987726,Comprehensive Gene Sequencing in Guiding Treatment Recommendations Patients With Metastatic or Recurrent Solid Tumors,Ohio State University Comprehensive Cancer Center,N/A,COMPLETED,2013-09-03,2021-06-28,150.0,cytology specimen collection procedure; laboratory biomarker analysis
NCT07126678,"Fixed-Duration Zanubrutinib, Bendamustine, and Obinutuzumab (ZBG) in Treatment-Naïve Advanced Stage Follicular Lymphoma",The First Affiliated Hospital with Nanjing Medical University,NA,RECRUITING,2025-07-15,2028-12-30,15.0,"zanubrutinib, bendamustine, and obinutuzumab"
NCT02969278,Groin Sentinel Node Biopsy and 18FDG-PET/CT in cN0 Vulvar Cancer Patients Candidate to Standard Lymphadenectomy,Catholic University of the Sacred Heart,NA,UNKNOWN,2013-07,2017-07,50.0,18FDG-PET/TC; Sentinel node biopsy
NCT02161978,Vascular Dysfunction and Antiangiogenic Therapy,"University Hospital, Angers",N/A,COMPLETED,2012-02-09,2018-12-12,93.0,
NCT05855278,The Role of PET/MRI in Predicting the Outcome of Definitive Chemoradiotherapy for Esophageal Cancer Patients,Chang Gung Memorial Hospital,NA,COMPLETED,2019-08-13,2022-06-30,22.0,PET/MRI
NCT00956878,Cancer Pain Single Nucleotide Polymorphisms (SNPs),Erasmus Medical Center,N/A,COMPLETED,2008-09,2012-12,243.0,
NCT00039078,Radiolabeled Glass Beads (TheraSphere®) in Treating Patients With Primary Liver Cancer That Cannot Be Removed by Surgery,Allan Tsung,PHASE2,WITHDRAWN,2000-08,2000-08,0.0,yttrium Y 90 glass microspheres
NCT05495685,iDentification and vAlidation Model of Liquid biopsY Based cfDNA Methylation and pRotEin biomArKers for Pancreatic Cancer (DAYBREAK Study),Changhai Hospital,N/A,UNKNOWN,2022-03-24,2024-06-30,450.0,
NCT02273843,A Trial on Different Dosages of Vitamin D in Preterm Infants With Late-onset Sepsis,Mansoura University Children Hospital,PHASE1,COMPLETED,2013-09,2015-08,50.0,High-dose vitamin D 3; Conventional-Dose Vitamin D 3
NCT07216443,Trial of Orca-T Following Reduced Intensity or Nonmyeloablative Conditioning in Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome,"Orca Biosystems, Inc.",PHASE2,RECRUITING,2025-12-09,2028-12,80.0,Orca-T
NCT02161315,Steroid Aromatase Inhibitors Versus Progestogens for nSAID-resistanced Late Stage Breast Cancer,Tianjin Medical University Cancer Institute and Hospital,N/A,UNKNOWN,2014-04,2016-12,80.0,
NCT02160015,"Lenalidomide, Ibrutinib, and Rituximab in Treating Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma That Is Metastatic or Cannot Be Removed by Surgery",National Cancer Institute (NCI),PHASE1,ACTIVE_NOT_RECRUITING,2014-05-20,2027-08-19,12.0,Biospecimen Collection; Bone Marrow Biopsy; Computed Tomography; Electrocardiogram; Ibrutinib; Lenalidomide; Magnetic Resonance Imaging; Rituximab
NCT00354835,Combination Chemotherapy and Radiation Therapy in Treating Patients With Newly Diagnosed Rhabdomyosarcoma,Children's Oncology Group,PHASE3,COMPLETED,2006-12-26,2022-12-31,481.0,Cyclophosphamide; Dactinomycin; Irinotecan Hydrochloride; Laboratory Biomarker Analysis; Questionnaire Administration; Radiation Therapy; Vincristine Sulfate
NCT02449135,Nano Drug Interventional Therapy Using Digital Subtraction Angiography（DSA） for Pancreatic Carcinoma,"Fuda Cancer Hospital, Guangzhou",N/A,NO_LONGER_AVAILABLE,,,,interventional therapy
NCT00186108,A Pilot Study Evaluating Oral Triamcinalone in Patients With Androgen Independent Prostate Cancer,Stanford University,PHASE1,COMPLETED,2002-10,2005-09,23.0,Oral Triamcinalone
NCT03581708,Venous Thromboembolism in Advanced Lung Cancer,Guangdong Provincial People's Hospital,N/A,UNKNOWN,2018-07,2022-06,1400.0,lung cancer
NCT04469725,KN046 (a Humanized PD-L1/CTLA4 Bispecific Single Domain Fc Fusion Protein Antibody) in Subjects With Thymic Carcinoma,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",PHASE2,TERMINATED,2020-12-02,2023-07-07,95.0,KN046
NCT00032825,Ketoconazole Plus Docetaxel to Treat Prostate Cancer,National Cancer Institute (NCI),PHASE1,COMPLETED,2002-03-19,2011-06-13,674.0,Ketaconazole; Docetaxel
NCT03357276,Mix Vaccine for Metastatic Colorectal Cancer,"Fuda Cancer Hospital, Guangzhou",PHASE1,COMPLETED,2017-11-30,2019-08-30,30.0,Mix vaccine
NCT06903325,A Prospective Multicentre Clinical Study of Dynamic Monitoring of Plasma ctDNA Methylation Markers to Predict Recurrence of Colorectal Cancer After Complete Resection of Peritoneal Metastases,Fudan University,N/A,RECRUITING,2023-10-01,2027-10-31,50.0,"As an observational study, we did not intervene"
NCT01140776,Clinical Evaluation of OSNA Breast Cancer System in Breast Cancer Patients Receiving Neoadjuvant Therapy,"Sysmex America, Inc.",N/A,TERMINATED,2010-11,2012-07,100.0,
NCT02701517,Cyclosporine Plus Methotrexate or Alemtuzumab,Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea,PHASE2,TERMINATED,2003-09,2009-11,72.0,Cyclosporine + METHOTREXATE; Cyclosporine + CAMPATH-1H
NCT04065217,The Effectiveness of Diode Laser 980-nm in Iraqi Face Hemangioma: a Randomized Within Patients Trial,Noor Taha Ismaeel,NA,COMPLETED,2018-10-14,2019-08-15,15.0,Diode laser 980-nm
NCT01117740,Pleural Catheters Versus Thoracoscopic Pleurodesis,M.D. Anderson Cancer Center,N/A,COMPLETED,2010-04,2016-04,445.0,MDASI Questionnaire
NCT01090089,Combination of Lenalidomide and Dexamethasone in Treatment of Multiple Myeloma,Gesellschaft fur Medizinische Innovation - Hamatologie und Onkologie mbH,PHASE3,COMPLETED,2010-03-01,2020-01-31,348.0,"Lenalidomide, Dexamethasone; Lenalidomide, Dexamethasone, PBSCT"
NCT04152889,A Study to Evaluate Camrelizumab in Combination With Docetaxel +S-1 as Adjuvant Treatment Therapy in Stage III Gastric Cancer,RenJi Hospital,PHASE2,UNKNOWN,2020-04-14,2022-12,20.0,Camrelizumab; S-1; Docetaxel
NCT00554489,Physical Activity in Older Patients With Acute Myeloid Leukemia Undergoing Chemotherapy,Wake Forest University Health Sciences,NA,COMPLETED,2007-07,2011-04,26.0,exercise intervention
NCT01410968,"A Feasibility and Safety Study of Vaccination With Poly-ICLC and Peptide-pulsed Dendritic Cells in Patients With Metastatic, Locally Advanced, Unresectable, or Recurrent Pancreatic Adenocarcinoma",Carolyn Britten,PHASE1,COMPLETED,2011-08,2015-05,12.0,vacc. w/ Poly-ICLC & peptide-pulsed dendritic cells
NCT00710268,Study to Assess Safety & Tolerability of AZD2281 in Combination With Bevacizumab in Patients With Advanced Solid Tumours,AstraZeneca,PHASE1,COMPLETED,2008-06,2009-11,18.0,AZD2281; Bevacizumab
NCT01358968,A Drug Interaction Study to Assess the Effect of LY2603618 on the Metabolic Pathway of Desipramine,Eli Lilly and Company,PHASE1,COMPLETED,2011-06,2012-12,20.0,LY2603618; Desipramine; Pemetrexed; Gemcitabine
NCT03608540,Endomina as an Aid for Endoscopic Full Thickness Resection,Erasme University Hospital,NA,TERMINATED,2018-07-09,2021-10-25,4.0,Endomina
NCT05933668,Mutant KRAS G12V-specific TCR Transduced T Cell Therapy for Advanced Solid Tumor,Peking University,PHASE1,UNKNOWN,2023-07,2026-07,11.0,YK0901 cells
NCT00001150,"Induction of Suction Blisters in Patients With Urticaria, Blistering Diseases, Inflammatory Dermatoses and Neoplastic Disorders, and in Normal Volunteers",National Cancer Institute (NCI),N/A,COMPLETED,1976-10,2004-03,2000.0,
NCT03456791,Human Epididymis Protein 4 in Endometrial Carcinoma,Ain Shams University,N/A,COMPLETED,2017-12-01,2018-07-30,84.0,Human epididymis protein 4
NCT04500704,"Almonertinib Plus Chemotherapy as First-line Treatment in Patients With EGFR Concomitant Non-EGFR Driver Gene Mutant, Locally Advanced or Metastatic NSCLC","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",PHASE3,UNKNOWN,2020-10,2023-10,166.0,Almonertinib; Almonertinib plus carboplatin and pemetrexed
NCT00269984,A Study to Determine the Safety and Effectiveness of Epoetin Alfa Versus Placebo in Patients With Persistent Anemia Caused by Advanced Cancer,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",PHASE2,COMPLETED,,1990-06,56.0,Epoetin alfa
NCT06474533,Fluoroethyltyrosine for the Evaluation of Intracranial Neoplasm,Thomas Hope,N/A,RECRUITING,2024-06-21,2028-08-31,199.0,Fluorethyltyrosine (18-F); Positron Emission Tomography (PET)
NCT06815133,Effectiveness and Safety of Zilucoplan Treatment for French Patients With Myasthenia Gravis Over 3 Months,Centre Hospitalier Universitaire de Nice,N/A,RECRUITING,2025-03-01,2026-03-03,55.0,Zilbrysq
NCT06750952,"Ivonescimab Combined with Chemotherapy As First-line Treatment of Relapsed or Metastatic Thymic Cancer: a Prospective, Single Arm, Phase II Trial",Sun Yat-sen University,PHASE2,NOT_YET_RECRUITING,2024-12-20,2028-12-20,24.0,Ivonescimab Combined With Chemotherapy
NCT04780347,Albumin-bound Paclitaxel Combination With Capecitabine Versus Capecitabine Monotherapy in Paclitaxel/Docetaxel-resistant Advanced Breast Cancer,Fudan University,PHASE2,UNKNOWN,2020-12-15,2023-02-25,92.0,Albumin-bound paclitaxel plus capecitabine; capecitabine
NCT07048249,Single Arm Romiplostim to Prevent CIT,"Children's Hospital Medical Center, Cincinnati",EARLY_PHASE1,RECRUITING,2024-01-26,2028-01-01,26.0,Romiplostim (AMG-531)
NCT00011349,Early Stage Prostate Cancer Cohort,US Department of Veterans Affairs,N/A,COMPLETED,2001-01,2010-01,1116.0,
NCT03477149,EASYX-1 : A Multicenter Study on Safety and Efficacy of Easyx Liquid Embolization Agent Used in Five Separate Indications,Assistance Publique - Hôpitaux de Paris,NA,COMPLETED,2018-03-30,2020-03-11,50.0,Easyx
NCT01572038,A Study of Pertuzumab in Combination With Trastuzumab (Herceptin) and a Taxane in First-Line Treatment in Participants With Human Epidermal Growth Factor 2 (HER2)-Positive Advanced Breast Cancer,Hoffmann-La Roche,PHASE3,COMPLETED,2012-06-01,2019-09-20,1436.0,Docetaxel; Nab-paclitaxel; Paclitaxel; Pertuzumab; Trastuzumab
NCT01111058,Everolimus Versus Placebo in Head and Neck Cancer,University of Chicago,PHASE2,TERMINATED,2010-04,2018-10,52.0,Everolimus (RAD 001); Placebo
NCT07660458,Parental Distress and Treatment Adherence in Pediatric Recurrent Medulloblastoma,West China Hospital,N/A,WITHDRAWN,2025-06-01,2027-07-30,0.0,Not applicable- observational study
NCT01324258,Trial of GSK1120212 and GSK1120212 in Combination With GEM in Japanese Subjects With Solid Tumors,GlaxoSmithKline,PHASE1,COMPLETED,2011-01-24,2013-07-08,19.0,GSK1120212; Gemcitabine
NCT05548348,First-line Furmonertinib in Advanced NSCLC Patients With EGFR Uncommon Mutation,Chongqing University Cancer Hospital,PHASE2,UNKNOWN,2022-09-26,2025-10-31,30.0,"Furmonertinib 160 mg, Q.D."
NCT00982748,Yoga Breathing for Fatigue in Patients Undergoing Chemotherapy,"University of California, San Francisco",NA,COMPLETED,2008-10,2009-12,25.0,Pranayama (Yoga Breathing) Techniques
NCT05162248,Microsatellite Instability in Colorectal Cancers,"Sultan Abdulhamid Han Training and Research Hospital, Istanbul, Turkey",N/A,COMPLETED,2021-04-01,2021-08-01,231.0,Microsatellite instability analysis
NCT07062055,BITS-TO-HCC Study: HAIC+Iparomlimab/Tuvonralimab + Bevacizumab + Surgery/SBRT for BCLC-C HCC With PVTT and/or Oligometastases,Shandong Cancer Hospital and Institute,PHASE2,RECRUITING,2025-07-25,2029-07-25,54.0,Anti-VEGF; Immunotherapy; Local Therapy; hepatic arterial infusion chemotherapy (HAIC); Surgical Resection
NCT07744126,"A Study to Assess Adverse Events, Change in Disease Activity and Optimal Dose of Intravenous (IV) Telisotuzumab Adizutecan With IV Pembrolizumab for First-Line Treatment of Adult Participants With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma",AbbVie,PHASE2,NOT_YET_RECRUITING,2026-09-30,2029-10,150.0,Telisotuzumab Adizutecan; Pembrolizumab; Carboplatin; Cisplatin; Fluorouracil
NCT00924326,CAR T Cell Receptor Immunotherapy for Patients With B-cell Lymphoma,National Cancer Institute (NCI),PHASE1,COMPLETED,2009-02-17,2021-11-17,43.0,Fludarabine; Cyclophosphamide; Anti-cluster of differentiation 19 (CD19)-CAR PBL; Aldesleukin; Fludarabine; Cyclophosphamide
NCT02380378,Registry of Philadelphia-Negative Myeloproliferative Neoplasms,Hospital Israelita Albert Einstein,N/A,UNKNOWN,2015-03,2025-04,500.0,
NCT07278778,Cancer Care Companion,Washington University School of Medicine,NA,RECRUITING,2026-02-04,2027-08-31,40.0,Cancer Care Companion
NCT06728878,Analysis of Lymph Node Metastasis and Tumor Deposit in the Short Gastric Mesentery Following Total Gastrectomy for Gastric Cancer,Jichao Qin,N/A,RECRUITING,2024-05-01,2027-12-31,150.0,
NCT00616785,Combination Chemotherapy and Radiation Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer That Cannot Be Removed by Surgery,Yonsei University,PHASE2,UNKNOWN,2007-06,,41.0,cisplatin; etoposide; irinotecan hydrochloride; radiation therapy
NCT03327285,C-CAR011 Treatment in Subjects With ALL After HSCT,Peking University People's Hospital,NA,UNKNOWN,2018-03-01,2021-04-30,40.0,C-CAR011
NCT04076943,Evaluation of Efficacy and Safety of Roxadustat for the Treatment of Chemotherapy Induced Anemia,Kyntra Bio,PHASE2,COMPLETED,2019-08-20,2021-04-23,92.0,Roxadustat
NCT01938443,A Dose Escalation Study to Assess Safety of GSK2256098 (FAK Inhibitor) in Combination With Trametinib (MEK Inhibitor) in Subjects With Advanced Solid Tumors,GlaxoSmithKline,PHASE1,COMPLETED,2013-11-18,2016-06-23,34.0,GSK2256098; Trametinib
NCT00603915,A Study of Gemcitabine and Cisplatin/Carboplatin Plus Erlotinib in Patients With Nasopharyngeal Cancer,"University Health Network, Toronto",PHASE2,COMPLETED,2006-06,2011-04,20.0,Gemcitabine; Carboplatin/Cisplatin; erlotinib
NCT06414915,Surufatinib Combined With Tislelizumab in Advanced Lung Cancer With Neuroendocrine Differentiation,"National Cancer Center, China",PHASE2,NOT_YET_RECRUITING,2024-06-01,2027-06-01,29.0,Surufatinib; Tislelizumab
NCT03857815,Stereotactic Body Radiation Therapy Combined With Anti-PD-1 Antibody in Patients With Hepatocellular Carcinoma,Shanghai Zhongshan Hospital,PHASE2,UNKNOWN,2019-03-25,2022-02-28,30.0,anti-PD-1 antibody
NCT00959335,Relative Bioavailability Study of Bicalutamide 50 mg Tablet and Casodex Following a 50 mg Dose in Healthy Subjects Under Fasting Conditions,Sandoz,PHASE1,COMPLETED,2006-08,2006-08,36.0,"Bicalutamide 50 mg Film-Coated Tablets (Casodex) (Astrazeneca Pharmaceutical LP, USA); Bicalutamide 50 mg Film-Coated Tablets (Sandoz Inc., USA)"
NCT01753908,Broccoli Sprout Extract in Treating Patients With Breast Cancer,Roswell Park Cancer Institute,EARLY_PHASE1,COMPLETED,2013-05-21,2018-08-23,30.0,Broccoli Sprout Extract; Laboratory Biomarker Analysis; Pharmacological Study; Placebo
NCT03406208,Resiliency Training for Adults With Neurofibromatosis Via Live Videoconferencing,Massachusetts General Hospital,NA,COMPLETED,2017-10-01,2022-02-28,228.0,Stress and Symptom Management Program 1; Stress and Symptom Management Program 2
NCT06722508,Exercise and Nutritional Prehabilitation for Head and Neck Cancer Patients,"University of California, Davis",NA,RECRUITING,2024-05-09,2026-12,20.0,exercise and nutritional prehabilitation
NCT01410708,TORI 104 Pre-Surgical Dasatinib,AHS Cancer Control Alberta,PHASE2,WITHDRAWN,,,0.0,Dasatinib
NCT07090317,Iparomlimab and Tuvonralimab in HNSCC,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,PHASE2,RECRUITING,2025-07-29,2028-08-01,30.0,Iparomlimab and Tuvonralimab
NCT06914440,Neoadjuvant SBRT Followed by Nab-Paclitaxel Combined With Toripalimab in HR+/HER2- Breast Cancer,Xijing Hospital,PHASE2,RECRUITING,2025-06-05,2030-12,27.0,Stereotactic Body Radiation Therapy (SBRT); Toripalimab; Neoadjuvant Chemotherapy; Surgery; Adjuvant Chemotherapy; Adjuvant Radiotherapy; Endocrine therapy
NCT01628640,Viral Therapy in Treating Patient With Refractory Liver Cancer or Advanced Solid Tumors,Mayo Clinic,PHASE1,COMPLETED,2012-08-03,2019-04-19,17.0,Laboratory Biomarker Analysis; Pharmacological Study; Recombinant Vesicular Stomatitis Virus-expressing Interferon-beta
NCT04918940,Efficacy of COVID-19 Vaccination in Patientstreated With Anti-CD20 for Follicular Lymphoma or Mantle Cell Lymphoma,Centre Henri Becquerel,NA,COMPLETED,2021-05-21,2022-06-27,20.0,Determination of COVID-19 vacciantion efficacy
NCT06763289,"Comparison of Multi-omics Models for Early Nasopharyngeal Carcinoma Screening: cfDNA Methylation, EBV DNA, and Serological Double-antibodies Detection","First Affiliated Hospital, Sun Yat-Sen University",N/A,ACTIVE_NOT_RECRUITING,2024-12-25,2027-06-30,700.0,
NCT02404389,"Safety, Tolerability, and Efficacy Study of LFX453 in Actinic Keratosis Patients",Novartis Pharmaceuticals,PHASE2,COMPLETED,2015-03-05,2016-01-27,82.0,Investigational Treatment; Active comparator
NCT01641068,Memory and Thinking Skills Workshop to Improve Cognition in Gynecologic and Breast Cancer Survivors With Cognitive Symptoms,University of Washington,NA,COMPLETED,2012-09-12,2018-01-01,20.0,Cognitive Intervention; Educational Intervention; Functional Magnetic Resonance Imaging; Memory Intervention; Quality-of-Life Assessment; Questionnaire Administration
NCT07617168,The Effect of Education Brain Tumors,Istanbul University - Cerrahpasa,NA,RECRUITING,2026-03-25,2027-12-31,72.0,structured training based on the Life Model in Nursing
NCT00072150,Phase II Trial Of PS-341 (Bortezomib) In Patients With Previously Treated Advanced Urothelial Tract Transitional Cell Carcinoma,National Cancer Institute (NCI),PHASE2,COMPLETED,2003-10,,40.0,bortezomib
NCT02094950,Acupuncture Feasibility Trial for Dyspnea in Lung Cancer,Abramson Cancer Center at Penn Medicine,PHASE1,COMPLETED,2014-03,2015-07-15,12.0,Acupuncture
NCT02254889,Pain After Endoscopic Submucosal Dissection,Gangnam Severance Hospital,NA,COMPLETED,2011-04,2014-12,156.0,proton pump inhibitor
NCT04741789,"Managed Access Programs for INC280, Capmatinib",Novartis Pharmaceuticals,N/A,NO_LONGER_AVAILABLE,,,,Capmatinib
NCT01403168,Comparative Evaluation of Osteopathy Treatment Efficacy in Pain Support After Breast Surgery in Oncology,Centre Leon Berard,NA,TERMINATED,2011-04,2015-04,28.0,OSTEOPATHY + conventional analgesic treatments; Conventional analgesic treatments
NCT05524168,SBRT Combined With PD-1 Antibody and Chemotherapy in Oligometastatic Nasopharyngeal Carcinoma,Sun Yat-sen University,PHASE2,ACTIVE_NOT_RECRUITING,2022-11-25,2026-12,41.0,SBRT; Camrelizumab; Gemcitabine; Cisplatin
NCT00489268,"Micro-Layer Ablation of Barrett's Metaplasia- A Two-Phase, Multi-Center Trial - Extension of Follow-up to 5 Years","Covidien, GI Solutions",NA,COMPLETED,2003-11,2009-10,102.0,HALO Ablation System
NCT05385068,A Phase II Trial to Explore Niraparib and Anlotinib Maintenance Retreatment in Platinum-Sensitive Recurrent Ovarian Cancer Patients Previously Treated With PARPi,Peking Union Medical College Hospital,PHASE2,UNKNOWN,2022-06,2024-09,35.0,Niraparib
NCT05879250,WP1066 and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma,Northwestern University,PHASE2,RECRUITING,2024-05-22,2028-12-27,39.0,Biospecimen Collection; Magnetic Resonance Imaging; Radiation Therapy; STAT3 Inhibitor WP1066; Surgical Procedure
NCT00091091,Long-Term Effects of Treatment in Patients Previously Treated for Childhood Hodgkin's Lymphoma,Children's Oncology Group,N/A,COMPLETED,2004-12,,530.0,medical chart review; questionnaire administration; management of therapy complications
NCT06566391,Ipilimumab and Nivolumab Followed by Adjuvant Nivolumab in Locally Advanced or Limited Metastatic Melanoma,European Institute of Oncology,PHASE2,UNKNOWN,2019-03-05,2024-12-31,35.0,Ipilimumab
NCT04616274,Pharmacokinetics of Venetoclax in Patients With Chronic Lymphocytic Leukemia,National Taiwan University Hospital,N/A,UNKNOWN,2020-07-01,2025-12-31,500.0,Venetoclax
NCT03897374,Strategic Targeting for Optimal Prevention of Cancer,ClinLogic LLC,N/A,RECRUITING,2025-03-26,2028-12-31,120000.0,Genetic Testing
NCT03308474,Myeloma Registry Platform (MYRIAM),iOMEDICO AG,N/A,RECRUITING,2017-09-25,2028-12,2200.0,Routine care as per site standard.
NCT07475390,99mTc-1-thio-D-glucose SPECT/CT Versus 18F-Fluoroethyl-l-tyrosine PET/CT in Brain Tumor Imaging,Tomsk National Research Medical Center of the Russian Academy of Sciences,NA,ACTIVE_NOT_RECRUITING,2026-02-15,2028-05-31,40.0,99mTc-1-thio-D-glucose; 18F-FET
NCT01900652,A Study of Emibetuzumab in Non Small Cell Lung Cancer (NSCLC) Participants,Eli Lilly and Company,PHASE2,COMPLETED,2013-08,2016-03,111.0,Emibetuzumab; Erlotinib
NCT04707547,Immune Profile and Prognosis of Malignant Liver Tumors With Radiofrequency Ablation (RFA) Therapy,Taipei Medical University WanFang Hospital,PHASE4,COMPLETED,2019-10-16,2020-07-23,5.0,immunotherapy with Nivolumab; Radiofrequency Ablation
NCT07368049,MR 7700 Multinuclear Application Clinical Study,Philips Clinical & Medical Affairs Global,NA,NOT_YET_RECRUITING,2026-01-05,2026-08-31,100.0,MR Scanning with Phosphorus nucleus + Sodium nucleus
